
--- Testing Combo: B=16, P_max=30.0W, Eps=10.0 ---
📄 当前日志正在实时写入: Experiment_Fig_Convergence/Fig_Convergence_mnist_iid_16bit_30.0w_Eps10.0.txt
>> Scheme: PROPOSED ...
   R2  : Acc=13.7% | Loss=2.288 | E=147.9J | D=165.2sym
   R4  : Acc=35.2% | Loss=2.236 | E=268.5J | D=328.5sym
   R6  : Acc=48.6% | Loss=2.044 | E=414.6J | D=505.8sym
   R8  : Acc=64.1% | Loss=1.425 | E=577.4J | D=672.2sym
   R10 : Acc=76.1% | Loss=0.762 | E=698.1J | D=870.2sym
   R12 : Acc=79.9% | Loss=0.696 | E=853.9J | D=1048.8sym
   R14 : Acc=81.7% | Loss=0.850 | E=1028.4J | D=1251.2sym
   R16 : Acc=83.6% | Loss=0.764 | E=1200.3J | D=1417.2sym
   R18 : Acc=86.3% | Loss=0.509 | E=1327.8J | D=1607.2sym
   R20 : Acc=88.5% | Loss=0.372 | E=1446.2J | D=1773.8sym
   R22 : Acc=90.0% | Loss=0.340 | E=1584.4J | D=1938.0sym
   R24 : Acc=91.3% | Loss=0.305 | E=1701.3J | D=2125.2sym
   R26 : Acc=92.6% | Loss=0.252 | E=1823.9J | D=2288.0sym
   R28 : Acc=93.5% | Loss=0.212 | E=1976.7J | D=2466.2sym
   R30 : Acc=93.9% | Loss=0.186 | E=2104.2J | D=2631.0sym
   R32 : Acc=94.4% | Loss=0.169 | E=2252.8J | D=2797.0sym
   R34 : Acc=94.9% | Loss=0.156 | E=2427.4J | D=2967.5sym
   R36 : Acc=95.3% | Loss=0.145 | E=2583.7J | D=3181.0sym
   R38 : Acc=95.6% | Loss=0.134 | E=2781.2J | D=3363.2sym
   R40 : Acc=96.0% | Loss=0.124 | E=2953.6J | D=3556.5sym
   R42 : Acc=96.3% | Loss=0.116 | E=3153.9J | D=3733.5sym
   R44 : Acc=96.5% | Loss=0.110 | E=3302.5J | D=3911.5sym
   R46 : Acc=96.7% | Loss=0.105 | E=3438.8J | D=4102.5sym
   R48 : Acc=96.8% | Loss=0.100 | E=3613.2J | D=4286.8sym
   R50 : Acc=96.9% | Loss=0.095 | E=3787.4J | D=4468.8sym
   R52 : Acc=97.1% | Loss=0.091 | E=3932.4J | D=4644.8sym
   R54 : Acc=97.2% | Loss=0.087 | E=4139.8J | D=4844.0sym
   R56 : Acc=97.3% | Loss=0.085 | E=4255.2J | D=5019.8sym
   R58 : Acc=97.4% | Loss=0.082 | E=4377.4J | D=5194.2sym
   R60 : Acc=97.5% | Loss=0.079 | E=4567.7J | D=5366.2sym
   R62 : Acc=97.6% | Loss=0.077 | E=4748.3J | D=5548.2sym
   R64 : Acc=97.5% | Loss=0.075 | E=4862.7J | D=5711.5sym
   R66 : Acc=97.6% | Loss=0.074 | E=4983.3J | D=5884.5sym
   R68 : Acc=97.8% | Loss=0.072 | E=5118.6J | D=6058.2sym
   R70 : Acc=97.8% | Loss=0.070 | E=5246.9J | D=6221.5sym
   R72 : Acc=97.9% | Loss=0.069 | E=5399.5J | D=6400.2sym
   R74 : Acc=97.9% | Loss=0.067 | E=5624.2J | D=6595.2sym
   R76 : Acc=97.9% | Loss=0.066 | E=5798.3J | D=6776.2sym
   R78 : Acc=97.9% | Loss=0.064 | E=5944.0J | D=6953.2sym
   R80 : Acc=98.0% | Loss=0.063 | E=6065.6J | D=7128.0sym
   R82 : Acc=98.0% | Loss=0.062 | E=6241.6J | D=7315.8sym
   R84 : Acc=98.0% | Loss=0.062 | E=6446.8J | D=7519.5sym
   R86 : Acc=98.1% | Loss=0.061 | E=6630.8J | D=7712.8sym
   R88 : Acc=98.1% | Loss=0.059 | E=6831.2J | D=7888.2sym
   R90 : Acc=98.2% | Loss=0.058 | E=7008.4J | D=8070.0sym
   R92 : Acc=98.2% | Loss=0.057 | E=7164.7J | D=8272.8sym
   R94 : Acc=98.2% | Loss=0.056 | E=7332.7J | D=8453.5sym
   R96 : Acc=98.2% | Loss=0.055 | E=7463.3J | D=8618.5sym
   R98 : Acc=98.2% | Loss=0.055 | E=7606.1J | D=8793.0sym
   R100: Acc=98.2% | Loss=0.054 | E=7797.5J | D=8991.5sym
